Listing No.,Price,Superhost,Host listings count,Host identity verified,Distance,Accommodation type 1,Accommodation type 2,Accommodation type 3,Accommodation type 4,Entire home/apartment,Private room,Shared room,Accommodates,Bathrooms,Bedrooms,Real bed,Wireless Internet,Breakfast,Free parking,Instant bookable,Cancellation policy (Moderate plus strict),Smoking allowed,Required guest's profile picture,Required guest's phone verification,Reviews per year,Review scores for overall rating
1712,56.00,0,1,0,1.611587162,1,0,0,0,1,0,0,3,1,1,1,1,0,1,1,1,0,0,0,54.48,90
1713,70.00,1,1,1,5.736060563,1,0,0,0,1,0,0,4,2,2,1,1,0,1,0,1,0,0,0,17.76,96
1714,25.00,0,1,0,5.37972614,0,0,1,0,0,1,0,2,1,2,1,1,0,0,0,0,0,0,0,2.28,60
1715,26.00,0,1,0,24.10341164,0,0,1,0,0,1,0,4,3,2,1,1,1,1,1,0,0,0,0,19.32,79
1716,21.00,0,1,0,4.106844426,1,0,0,0,0,1,0,2,1,1,1,1,0,1,0,1,0,0,0,11.76,86
1717,80.00,0,1,1,5.311609723,0,0,0,1,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,3.48,100
1718,80.00,0,6,0,1.153272554,0,0,0,1,1,0,0,2,1,0,1,1,0,0,0,0,0,0,0,33.36,97
1719,60.00,1,1,0,16.49166284,0,0,1,0,1,0,0,4,1,1,1,1,0,0,1,1,0,0,0,19.44,97
1720,38.00,1,1,0,5.54488036,1,0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,0,0,48.96,96
1721,49.00,0,1,0,5.095433204,0,0,1,0,1,0,0,4,1,2,1,1,0,1,1,0,0,0,0,18.48,84
1722,19.00,0,1,1,5.637333589,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,11.16,96
1723,75.00,0,6,1,1.742051971,1,0,0,0,1,0,0,4,1,2,1,1,0,1,0,0,0,0,0,,
1724,85.00,0,6,1,0.70082361,1,0,0,0,1,0,0,6,1,2,1,1,0,0,0,0,0,0,0,,
1725,49.00,0,6,1,0.843734677,1,0,0,0,1,0,0,4,1,0,1,1,0,0,0,0,0,0,0,,
1726,55.00,0,1,0,0.919335526,1,0,0,0,1,0,0,2,1,1,1,1,1,1,0,0,0,0,0,,
1727,50.00,0,1,0,2.70909957,1,0,0,0,1,0,0,2,1,1,1,1,0,0,1,1,0,0,0,18.84,94
1728,60.00,0,4,1,2.950370996,0,0,1,0,1,0,0,8,1,4,1,1,0,0,0,1,0,0,0,58.32,94
1729,25.00,0,3,1,4.624564532,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,,
1730,28.00,0,8,0,1.923558298,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,5.16,96
1731,29.00,0,8,0,1.851922579,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,4.2,95
1732,77.00,0,6,1,0.791490256,1,0,0,0,1,0,0,4,1,0,1,1,0,0,0,1,0,0,0,,
1733,40.00,0,3,1,3.77405415,0,0,1,0,0,1,0,2,1,1,1,1,1,1,1,1,0,0,0,10.44,100
1734,45.00,1,1,0,2.818011352,0,0,1,0,0,1,0,2,1.5,1,1,1,1,1,0,1,0,0,0,53.04,100
1735,30.00,0,8,0,2.388232244,0,0,1,0,0,1,0,2,1,1,1,1,0,1,1,0,0,0,0,7.56,60
1736,99.00,0,4,1,6.231799132,0,0,1,0,1,0,0,10,1,4,1,1,1,0,0,1,0,0,0,47.64,97
1737,20.00,0,1,0,1.928948719,1,0,0,0,0,1,0,3,1,2,1,1,1,1,1,0,0,0,0,38.16,94
1738,77.00,0,6,1,0.805339454,1,0,0,0,1,0,0,4,1,0,1,1,0,0,0,1,0,0,0,,
1739,13.00,0,1,0,3.657977854,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,15.12,95
1740,180.00,0,3,1,5.775140354,0,0,1,0,1,0,0,12,2,6,1,0,1,1,0,1,0,0,0,2.16,100
1741,30.00,0,1,0,15.41120253,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,6.96,100
1742,30.00,0,1,0,6.186321402,0,0,1,0,0,1,0,2,1.5,1,1,1,1,1,0,0,1,0,0,2.16,100
1743,81.00,0,3,1,8.149655406,1,0,0,0,1,0,0,4,2,2,1,1,0,1,1,1,0,0,0,18.84,93
1744,17.00,0,1,0,5.725588136,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1.08,100
1745,75.00,1,1,0,0.72132966,1,0,0,0,1,0,0,3,1,1,1,1,0,0,0,1,0,0,0,39.72,99
1746,62.00,0,1,0,1.732277408,1,0,0,0,1,0,0,6,2,2,1,1,0,0,1,1,0,0,0,28.08,94
1747,30.00,0,1,1,1.122886375,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,,
1748,70.00,0,1,1,0.707191112,1,0,0,0,0,1,0,2,1,1,1,1,0,1,0,1,0,0,0,46.8,99
1749,88.00,1,5,1,0.737597931,1,0,0,0,1,0,0,7,2,2,1,1,0,1,1,1,0,0,0,68.64,96
1750,20.00,0,1,0,4.774471317,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,15.48,94
1751,115.00,0,18,1,0.943599759,1,0,0,0,1,0,0,4,2,2,1,1,0,0,0,1,0,0,0,11.16,100
1752,190.00,0,7,0,1.16854428,0,0,1,0,1,0,0,10,2.5,5,1,1,0,1,0,1,0,0,0,18.84,82
1753,39.00,0,1,1,1.695988404,1,0,0,0,0,1,0,2,1,1,1,1,1,0,1,0,0,0,0,2.16,100
1754,42.00,1,1,0,1.066533937,1,0,0,0,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,31.68,99
1755,38.00,1,1,1,3.401142426,0,0,0,1,1,0,0,4,1,0,1,1,0,0,0,1,0,0,0,63.72,99
1756,57.00,0,1,0,4.56184557,0,0,1,0,1,0,0,8,1,4,1,1,0,1,1,1,0,0,0,2.16,80
1757,75.00,0,3,1,8.361354792,0,0,1,0,1,0,0,6,1.5,3,1,1,0,1,1,1,0,0,0,10.44,88
1758,65.00,0,1,0,4.431938771,0,0,1,0,0,1,0,3,1,1,1,1,0,1,0,0,1,0,0,22.44,87
1759,20.00,1,1,1,5.807932882,0,0,1,0,0,1,0,2,1.5,1,1,1,0,0,1,1,1,0,0,19.44,99
1760,75.00,0,1,1,0.504972201,1,0,0,0,1,0,0,4,2,2,1,1,0,0,0,1,0,0,0,43.32,95
1761,33.00,1,0,1,6.556611668,0,0,1,0,0,1,0,2,1,1,1,1,1,0,0,1,0,0,0,15.24,98
1762,65.00,1,1,0,6.523875608,1,0,0,0,1,0,0,4,2,2,1,1,0,0,0,1,0,0,0,29.76,98
1763,16.00,0,2,0,1.579747651,0,0,1,0,0,1,0,2,1,1,1,1,1,1,1,1,0,0,0,47.4,91
1764,120.00,0,1,1,5.565985985,1,0,0,0,1,0,0,6,2,2,1,1,0,1,0,1,0,0,0,20.16,92
1765,120.00,0,19,0,5.710458245,0,0,1,0,1,0,0,12,2,5,1,1,0,1,1,0,0,0,0,48.48,95
1766,87.00,1,1,1,1.586431783,0,0,1,0,1,0,0,8,1,3,1,1,0,1,0,0,0,0,0,26.16,98
1767,30.00,1,5,1,3.034307943,0,0,1,0,0,1,0,2,1,1,1,1,1,1,1,0,0,0,0,52.56,96
1768,22.00,0,1,0,16.337927,0,0,1,0,0,1,0,2,1,1,1,1,0,1,1,1,0,0,0,44.04,94
1769,145.00,1,1,0,1.833460868,1,0,0,0,1,0,0,4,2,2,1,1,1,1,1,1,0,0,0,35.04,98
1770,16.00,0,2,0,1.674997118,0,0,1,0,0,1,0,2,1.5,1,1,1,1,0,0,1,0,0,0,24.96,87
1771,25.00,1,5,1,3.103796856,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,31.2,97
1772,40.00,0,1,0,0.952097748,1,0,0,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,7.68,97
1773,115.00,0,4,1,1.715042359,1,0,0,0,1,0,0,6,2,2,1,1,1,0,0,1,0,0,0,3.72,100
1774,110.00,0,1,0,1.670495651,1,0,0,0,1,0,0,4,1.5,2,1,1,0,0,1,1,1,0,0,7.8,97
1775,95.00,0,1,0,1.339755482,1,0,0,0,1,0,0,5,2,2,1,1,0,0,0,1,0,0,0,44.28,86
1776,110.00,0,9,1,1.733574587,0,0,0,1,1,0,0,10,2,2,1,1,1,1,0,1,0,0,0,48.84,96
1777,20.00,0,1,0,3.323267791,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,3.96,100
1778,25.00,0,1,0,16.66200867,0,0,1,0,0,1,0,2,1,1,1,1,0,0,1,0,0,0,0,4.92,93
1779,0.00,0,4,0,12.43608165,0,0,1,0,0,1,0,2,1,1,1,1,0,0,1,1,0,0,0,18.24,95
1780,120.00,0,4,1,1.224574201,1,0,0,0,1,0,0,2,1,1,1,1,0,0,0,1,0,0,0,1.68,100
1781,250.00,0,14,0,1.927503873,0,0,0,1,1,0,0,5,1,2,1,1,0,0,0,1,0,0,0,1.08,100
1782,250.00,0,14,0,1.817137227,0,0,0,1,1,0,0,5,2,2,1,1,0,0,0,1,0,0,0,,
1783,200.00,0,14,0,1.983146643,0,0,0,1,1,0,0,2,1,1,1,1,0,0,0,1,0,0,0,,
1784,200.00,0,14,0,1.967321476,0,0,0,1,1,0,0,2,1,1,1,1,0,0,1,1,0,0,0,,
1785,0.00,0,4,0,12.52831878,0,0,1,0,0,1,0,2,1,1,1,1,0,1,1,1,0,0,0,8.64,97
1786,75.00,0,1,1,1.022144314,1,0,0,0,1,0,0,4,1,1,1,1,0,0,0,1,0,0,0,28.92,92
1787,447.00,0,14,0,1.948673069,0,0,0,1,1,0,0,7,2,3,1,1,0,0,0,1,0,0,0,1.2,100
1788,25.00,1,3,0,6.247732537,0,0,1,0,0,1,0,2,1,1,1,1,1,1,0,1,0,0,0,44.04,99
1789,85.00,0,10,0,1.102167519,1,0,0,0,1,0,0,2,1,0,1,1,0,0,1,1,0,0,0,44.64,93
1790,30.00,0,8,0,2.295778778,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,1,0,0,0,,
1791,130.00,0,3,1,0.659432655,1,0,0,0,1,0,0,4,2,2,1,1,0,0,0,1,0,0,0,7.8,100
1792,23.00,0,3,0,11.48577112,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16.32,97
1793,35.00,0,3,0,11.67465197,0,0,1,0,0,1,0,2,1,1,1,1,1,1,1,0,1,0,0,13.08,96
1794,43.00,0,1,1,9.026470893,1,0,0,0,1,0,0,3,1,2,1,1,0,1,0,0,0,0,0,7.8,97
1795,80.00,0,3,0,11.68909112,0,0,1,0,1,0,0,3,1,2,1,1,1,1,1,1,0,0,0,13.92,98
1796,70.00,1,1,0,5.410657898,0,0,1,0,1,0,0,5,1,3,1,1,0,1,1,1,0,0,0,67.56,98
1797,40.00,0,1,0,4.808327894,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1.56,
1798,85.00,0,10,0,1.092365379,1,0,0,0,1,0,0,2,1,0,1,1,0,0,0,1,0,0,0,39.24,89
1799,60.00,0,3,1,1.099403939,1,0,0,0,1,0,0,2,1,0,1,1,0,0,1,1,0,0,0,27.72,89
1800,95.00,1,6,0,1.281663957,1,0,0,0,1,0,0,4,1,1,1,1,0,1,1,1,0,1,1,18.84,98
1801,51.00,1,1,0,4.946639509,0,0,1,0,1,0,0,5,1,3,1,1,1,1,0,1,0,0,0,36.96,98
1802,110.00,0,15,0,0.657142408,0,1,0,0,0,1,0,6,3.5,2,1,1,0,0,0,1,0,0,0,7.32,80
1803,60.00,0,3,1,1.119029863,1,0,0,0,1,0,0,2,1,0,1,1,0,0,1,1,0,0,0,21.12,94
1804,100.00,0,1,1,3.045393093,1,0,0,0,1,0,0,2,1,1,1,1,0,1,0,0,0,0,0,14.4,98
1805,60.00,0,3,1,1.21863143,1,0,0,0,1,0,0,2,1,0,1,1,0,0,1,1,0,0,0,31.2,93
1806,35.00,0,15,0,0.7524923,0,1,0,0,0,1,0,1,3,1,1,1,1,0,0,0,0,0,0,13.32,100
1807,165.00,0,15,0,0.781651991,0,1,0,0,0,1,0,8,4,3,1,1,0,0,0,1,0,0,0,12.6,88
1808,15.00,0,5,0,6.421750635,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,5.64,92
1809,30.00,0,3,1,2.780661685,1,0,0,0,0,1,0,2,1,1,1,1,0,1,0,1,0,0,0,,
1810,27.00,0,1,0,3.265987829,0,0,1,0,0,1,0,3,1,1,1,1,1,0,0,0,0,0,0,,
1811,26.00,0,3,1,2.614505252,1,0,0,0,0,1,0,2,1,1,1,1,0,1,0,1,0,0,0,,
1812,30.00,1,1,1,0.842992234,1,0,0,0,0,1,0,2,1,1,1,1,0,0,1,1,0,0,0,72.6,97
1813,60.00,0,10,1,0.94094529,1,0,0,0,1,0,0,4,1,1,1,1,0,0,1,1,0,0,0,45.36,89
1814,22.00,0,3,1,2.675996507,1,0,0,0,0,1,0,2,1,1,1,1,0,1,0,1,0,0,0,1.92,100
1815,85.00,0,10,0,1.095213404,1,0,0,0,1,0,0,2,1,1,1,1,0,0,1,1,0,0,0,54.12,93
1816,25.00,1,1,1,8.148989166,0,0,1,0,0,1,0,2,1,1,1,1,0,1,1,1,0,0,0,46.2,98
1817,30.00,0,1,0,7.567409216,0,0,1,0,0,1,0,5,1,3,1,1,0,1,0,0,1,0,0,,
1818,20.00,0,1,0,12.53191391,1,0,0,0,0,1,0,2,1,1,1,1,0,1,1,1,1,0,0,3,100
1819,80.00,0,1,0,6.041614071,0,0,0,1,1,0,0,5,2,2,1,1,1,0,1,1,0,0,0,5.52,100
1820,30.00,0,1,0,5.143190118,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,0,0,0,0,6.72,100
1821,30.00,1,4,1,12.6839255,0,0,1,0,0,1,0,1,0.5,1,1,1,1,0,1,0,0,0,0,58.56,97
1822,15.00,0,5,0,6.530627254,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,2.4,90
1823,65.00,0,9,1,14.99979726,0,0,0,1,0,1,0,2,1,1,1,1,0,1,1,1,0,0,0,,
1824,29.00,0,9,0,3.7581169,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,4.44,100
1825,60.00,0,1,0,20.85103997,0,0,0,1,1,0,0,3,1,2,1,1,0,1,0,1,0,0,0,,
1826,40.00,0,1,0,12.86473614,0,0,1,0,0,1,0,2,2,2,1,1,0,1,1,0,0,0,0,5.76,100
1827,70.00,0,1,0,4.253565227,0,0,1,0,1,0,0,5,1,3,1,1,0,1,0,0,1,0,0,36.72,90
1828,40.00,0,1,1,1.816846264,1,0,0,0,0,1,0,2,1,1,1,1,0,1,1,0,0,0,0,27.84,94
1829,25.00,0,1,0,13.27466694,0,0,1,0,0,1,0,2,1,1,1,1,1,0,1,0,0,0,0,19.56,100
1830,50.00,0,1,0,18.30564002,0,0,1,0,1,0,0,3,1,2,1,1,1,1,1,1,0,0,0,17.52,95
1831,25.00,0,1,0,3.823107082,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,,
1832,28.00,0,1,0,5.801782903,1,0,0,0,0,1,0,2,1,0,1,0,0,0,1,0,0,0,0,2.28,20
1833,30.00,0,4,1,6.770043798,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,10.32,98
1834,60.00,0,9,1,14.84780159,0,0,0,1,0,1,0,2,1,1,1,1,0,1,1,1,0,0,0,,
1835,45.00,0,9,1,14.84909129,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,3.84,80
1836,45.00,0,13,0,0.382225739,1,0,0,0,0,1,0,2,1,1,1,1,0,0,1,1,0,0,0,6.72,97
1837,39.00,0,1,1,0.215253043,1,0,0,0,0,1,0,2,2,1,1,1,0,0,1,0,0,0,0,9,100
1838,38.00,0,2,0,7.180777095,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,0,0,0,0,10.2,98
1839,75.00,0,2,0,3.337776636,1,0,0,0,1,0,0,8,1,2,1,1,0,1,1,1,0,0,0,29.64,90
1840,100.00,0,1,0,7.775105067,0,0,1,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,,
1841,70.00,0,1,0,6.461553964,0,0,1,0,1,0,0,4,1,2,1,1,1,1,1,0,0,0,0,42.24,87
1842,30.00,0,1,0,6.052397347,0,0,1,0,0,1,0,2,1,1,1,1,1,1,1,0,0,0,0,15,91
1843,21.00,1,1,1,10.76957167,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,12.24,100
1844,35.00,0,2,0,7.038684481,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,0,0,0,0,8.16,89
1845,20.00,1,1,1,9.537429532,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,41.88,100
1846,150.00,0,13,0,5.001423925,0,0,1,0,1,0,0,8,2,4,1,0,0,0,1,1,0,0,0,,
1847,89.00,0,15,0,0.715025521,0,0,0,1,0,1,0,4,3.5,2,1,1,1,0,0,1,0,0,0,12.24,96
1848,53.00,0,1,0,2.15564197,1,0,0,0,1,0,0,6,1,3,1,1,1,1,1,1,0,0,0,82.92,91
1849,23.00,1,1,1,3.775960001,0,0,1,0,0,1,0,2,1,1,1,1,1,1,0,1,0,0,0,43.2,96
1850,70.00,0,2,0,1.018256889,1,0,0,0,1,0,0,6,1,2,1,1,0,1,1,1,0,0,0,38.16,93
1851,45.00,0,13,0,0.457930687,1,0,0,0,0,1,0,2,1,1,1,1,0,0,1,1,0,0,0,2.4,90
1852,100.00,1,1,0,3.841773873,1,0,0,0,1,0,0,4,1,2,1,0,0,1,1,0,0,0,0,33.12,95
1853,30.00,0,2,0,4.113334685,0,0,1,0,0,1,0,2,1,1,1,1,1,1,0,1,0,0,0,4.8,73
1854,30.00,0,2,0,3.884693675,1,0,0,0,0,1,0,3,1,1,1,1,1,1,0,1,0,0,0,12,88
1855,24.00,0,4,0,4.062474298,0,1,0,0,0,1,0,2,2,1,1,1,0,0,1,1,0,0,0,21,82
1856,26.00,0,4,0,4.229023021,0,1,0,0,0,1,0,3,2,1,1,1,0,0,1,1,0,0,0,27.72,85
1857,24.00,0,4,0,4.010599561,0,1,0,0,0,1,0,2,2,1,1,1,0,0,1,1,0,0,0,24.48,85
1858,20.00,0,1,1,6.518824073,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,2.52,100
1859,60.00,0,1,0,8.088097036,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,1,0,0,0,3.12,100
1860,120.00,0,13,0,5.038268588,0,0,1,0,1,0,0,8,1.5,4,1,0,0,0,1,1,0,0,0,1.08,100
1861,35.00,0,1,0,1.536465913,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,,
1862,27.00,0,9,0,3.638454614,0,0,1,0,0,1,0,3,1,1,1,1,0,0,0,1,0,0,0,3.72,80
1863,29.00,0,9,0,3.608091519,0,0,1,0,0,1,0,3,1,1,1,1,0,0,1,1,0,0,0,2.64,60
1864,158.00,0,2,0,1.284777799,1,0,0,0,1,0,0,6,2,3,1,1,0,0,0,1,0,0,0,7.08,72
1865,94.00,1,1,0,4.975175842,0,0,1,0,1,0,0,4,1,2,1,1,0,0,0,0,0,0,0,12.36,98
1866,20.00,0,11,1,4.92239483,0,0,1,0,0,1,0,2,1.5,1,1,1,0,0,0,1,0,0,0,10.44,90
1867,20.00,0,11,1,5.066043375,0,0,1,0,0,1,0,1,1.5,1,1,1,0,0,0,1,0,0,0,11.4,98
1868,70.00,0,1,0,1.263731019,1,0,0,0,0,1,0,2,1,1,1,1,0,0,1,1,0,0,0,31.56,93
1869,79.00,1,3,0,3.720846864,0,0,0,1,1,0,0,3,1,1,1,1,0,0,0,1,0,0,0,40.32,98
1870,37.00,0,1,0,8.942272261,1,0,0,0,1,0,0,2,1,0,1,1,0,1,0,1,0,0,0,10.2,100
1871,57.00,0,19,0,0.76628189,1,0,0,0,0,1,0,2,1.5,1,1,1,0,0,1,1,0,0,0,8.4,100
1872,80.00,1,1,1,8.668264302,0,0,1,0,1,0,0,7,2.5,4,1,1,0,1,0,0,0,0,0,13.8,95
1873,38.00,0,1,0,19.00690573,0,0,1,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,,
1874,39.00,0,13,0,0.884289679,1,0,0,0,0,1,0,2,1,1,1,1,0,0,1,1,0,0,0,12.48,95
1875,106.00,1,1,0,0.554724627,1,0,0,0,1,0,0,6,1,2,1,1,0,0,1,1,0,0,0,85.68,98
1876,75.00,0,1,0,18.59236909,0,0,0,1,0,1,0,2,1,1,1,1,1,1,1,0,0,0,0,2.4,100
1877,29.00,0,1,1,5.377057485,0,0,1,0,0,1,0,2,1,1,1,1,1,1,0,0,0,0,0,1.2,
1878,80.00,0,6,1,1.905333774,0,0,1,0,1,0,0,8,1,3,1,1,0,1,1,1,1,0,0,49.68,87
1879,21.00,0,9,0,3.589478426,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,4.68,85
1880,45.00,0,1,0,11.58521633,0,0,1,0,0,1,0,2,1,1,1,1,1,1,1,0,0,0,0,20.04,100
1881,25.00,0,1,0,8.186909352,0,0,1,0,0,1,0,2,1,1,1,1,1,1,0,0,0,0,0,4.56,100
1882,45.00,0,1,0,0.541494951,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,8.4,83
1883,24.00,0,1,0,5.570045903,0,0,1,0,0,1,0,2,1,1,1,1,0,0,1,0,0,0,0,10.56,95
1884,45.00,1,4,0,1.103116116,0,0,1,0,0,1,0,2,1,1,1,1,1,0,0,1,0,0,0,22.32,98
1885,120.00,1,4,0,1.219215536,0,0,1,0,0,1,0,6,2,2,1,1,1,0,0,1,0,0,0,10.56,100
1886,60.00,1,4,0,1.140842205,0,0,1,0,0,1,0,4,1,1,1,1,1,0,0,1,0,0,0,14.04,95
1887,40.00,0,1,0,0.363590887,1,0,0,0,0,1,0,2,2,1,1,1,0,0,1,1,0,0,0,45.24,90
1888,115.00,0,18,1,0.862881323,1,0,0,0,1,0,0,4,2,2,1,1,0,0,0,1,0,0,0,8.28,91
1889,115.00,0,18,1,0.904561608,1,0,0,0,1,0,0,4,1,2,1,1,0,0,0,1,0,0,0,4.92,100
1890,115.00,0,18,1,0.915546783,1,0,0,0,1,0,0,4,1,2,1,1,0,0,0,1,0,0,0,5.04,100
1891,115.00,0,18,1,0.912920088,1,0,0,0,1,0,0,4,2,2,1,1,0,0,0,1,0,0,0,9.96,95
1892,115.00,0,18,1,0.895658287,1,0,0,0,1,0,0,4,1,3,1,1,0,0,0,1,0,0,0,4.92,100
1893,135.00,0,18,1,0.896286611,1,0,0,0,1,0,0,5,2,2,1,1,0,0,0,1,0,0,0,6.36,96
1894,125.00,0,18,1,0.89840057,1,0,0,0,1,0,0,4,2,2,1,1,0,0,0,1,0,0,0,3.72,93
1895,78.00,0,9,1,1.808431239,0,0,0,1,1,0,0,4,2,2,1,1,1,1,1,1,0,0,0,55.68,93
1896,199.00,1,1,1,7.607728774,0,0,1,0,1,0,0,7,2.5,4,1,1,0,1,0,1,0,0,0,19.92,100
1897,25.00,1,1,0,11.95938112,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,0,0,0,0,37.08,100
1898,95.00,0,4,0,1.163841256,1,0,0,0,1,0,0,2,1,1,1,1,0,0,1,0,0,0,0,,
1899,90.00,1,4,0,2.965831894,0,0,1,0,0,1,0,7,2,3,1,1,1,1,0,1,0,0,0,14.64,100
1900,17.00,0,1,0,3.776213342,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,7.08,93
1901,27.00,1,1,0,1.574636031,1,0,0,0,0,1,0,2,1,1,1,1,1,0,1,1,0,0,0,81.36,100
1902,36.00,0,1,0,4.895123296,0,0,1,0,0,1,0,2,1,1,1,1,0,1,1,0,1,0,0,,
1903,95.00,1,6,0,0.552462163,1,0,0,0,1,0,0,6,1.5,2,1,1,0,1,1,1,0,1,1,20.64,98
1904,35.00,0,5,1,6.41068037,0,0,1,0,0,1,0,2,2.5,1,1,1,0,1,0,1,0,0,0,5.4,100
1905,27.00,0,5,1,6.502247842,0,0,1,0,0,1,0,2,2.5,1,1,1,0,1,0,0,0,0,0,5.76,95
1906,35.00,0,1,0,7.648665532,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,8.52,100
1907,39.00,0,1,0,0.882406949,1,0,0,0,1,0,0,4,2,2,1,1,0,0,0,1,0,0,0,49.2,98
1908,16.00,1,3,1,10.68511239,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,134.88,99
1909,20.00,0,1,0,5.426591793,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,7.2,77
1910,27.00,0,1,0,3.88008317,0,0,1,0,0,1,0,2,1,1,1,1,1,0,1,1,0,0,0,57.84,100
1911,18.00,1,3,1,10.61664881,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,81.6,99
1912,45.00,0,2,1,14.30830778,0,0,1,0,0,1,0,1,2.5,1,1,1,0,1,1,1,1,0,0,3.6,100
1913,80.00,1,1,0,18.21461335,0,0,0,1,1,0,0,4,2,2,1,1,0,1,1,1,0,0,0,18.6,99
1914,13.00,0,1,1,4.167408971,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,18,92
1915,19.00,0,2,1,3.922893869,0,0,1,0,0,1,0,2,1,1,1,0,0,1,0,1,0,0,0,37.56,94
1916,30.00,0,2,0,5.560984222,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,6.12,92
1917,99.00,0,11,0,2.854406576,0,0,1,0,1,0,0,5,1,2,1,1,0,1,1,1,0,0,0,2.76,100
1918,70.00,0,1,0,1.89986718,1,0,0,0,1,0,0,4,1,1,0,1,0,1,1,0,0,0,0,64.92,93
1919,53.00,1,1,0,18.67123901,0,0,0,1,1,0,0,2,1,1,0,1,1,1,0,1,0,0,0,121.8,100
1920,59.00,0,5,0,16.40433736,0,0,0,1,1,0,0,6,2,2,1,1,0,0,1,1,0,0,0,5.04,100
1921,59.00,1,1,0,0.881398,1,0,0,0,1,0,0,4,2,2,1,1,0,1,0,1,0,0,0,99.36,100
1922,66.00,0,10,0,1.195225595,1,0,0,0,1,0,0,2,1,0,1,1,0,0,0,1,0,0,0,16.92,95
1923,30.00,0,1,1,11.30609179,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1.2,
1924,33.00,0,9,0,3.691432782,0,0,1,0,0,1,0,3,2,1,1,1,0,0,1,1,0,0,0,2.88,80
1925,125.00,0,14,1,0.1266986,1,0,0,0,1,0,0,5,1,2,1,1,0,0,0,1,0,0,0,4.44,80
1926,30.00,0,1,1,7.517426087,0,0,1,0,0,1,0,3,1,1,1,1,1,0,0,1,0,0,0,50.04,99
1927,17.00,0,9,0,2.275661183,0,0,1,0,0,1,0,2,1,1,1,1,0,0,1,1,0,0,0,14.04,90
1928,49.00,0,13,0,0.914784522,1,0,0,0,0,1,0,2,1,1,1,1,0,0,1,1,0,0,0,,
1929,65.00,0,2,0,1.078873406,0,0,0,1,1,0,0,4,1,1,1,1,0,0,1,1,0,0,0,10.32,100
1930,60.00,0,10,0,1.093284768,1,0,0,0,1,0,0,2,1,0,1,1,0,0,0,1,0,0,0,20.04,86
1931,60.00,0,10,0,1.269556753,1,0,0,0,1,0,0,2,1,0,1,1,0,0,0,0,0,0,0,14.04,88
