Listing No.,Price,Superhost,Host listings count,Host identity verified,Distance,Accommodation type 1,Accommodation type 2,Accommodation type 3,Accommodation type 4,Entire home/apartment,Private room,Shared room,Accommodates,Bathrooms,Bedrooms,Real bed,Wireless Internet,Breakfast,Free parking,Instant bookable,Cancellation policy (Moderate plus strict),Smoking allowed,Required guest's profile picture,Required guest's phone verification,Reviews per year,Review scores for overall rating
1932,70.00,0,2,0,3.325078378,1,0,0,0,1,0,0,8,1,2,1,1,0,1,1,0,0,0,0,30.96,88
1933,180.00,0,2,1,3.727244921,0,0,1,0,1,0,0,6,2.5,3,1,1,0,1,0,1,0,0,0,1.56,100
1934,89.00,0,13,0,0.907280786,1,0,0,0,1,0,0,4,1,2,1,1,0,0,1,1,0,0,0,35.64,90
1935,75.00,1,2,1,3.236845975,0,0,1,0,1,0,0,6,1,3,1,1,1,1,0,1,0,0,0,35.28,100
1936,26.00,1,1,0,6.46084295,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,21.84,99
1937,30.00,0,4,1,6.627342475,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,31.2,94
1938,22.00,1,4,0,3.316413809,0,0,1,0,0,1,0,2,1,1,1,1,0,1,1,1,0,0,0,8.76,97
1939,50.00,0,1,1,1.217243934,1,0,0,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,,
1940,17.00,0,2,0,1.48220169,1,0,0,0,0,1,0,2,1,1,1,1,0,1,0,1,0,0,0,30.12,93
1941,95.00,0,7,0,12.62896303,1,0,0,0,1,0,0,6,1,2,1,1,0,0,1,1,0,0,0,6,100
1942,99.00,0,1,0,17.15240714,1,0,0,0,1,0,0,4,2,2,1,1,0,0,1,0,0,0,0,14.28,91
1943,60.00,0,10,0,1.329403641,1,0,0,0,1,0,0,2,1,0,1,1,0,0,0,0,0,0,0,7.68,93
1944,58.00,0,10,0,1.223536078,1,0,0,0,1,0,0,2,1,0,1,1,0,0,0,1,0,0,0,17.28,89
1945,60.00,0,10,0,1.179504193,1,0,0,0,1,0,0,2,1,0,1,1,0,0,0,1,0,0,0,21.36,94
1946,60.00,0,10,0,1.071679046,1,0,0,0,1,0,0,2,1,0,1,1,0,0,0,1,0,0,0,17.88,91
1947,60.00,0,10,0,1.266172553,1,0,0,0,1,0,0,2,1,0,1,1,0,0,0,1,0,0,0,24.12,93
1948,60.00,0,10,0,1.181447175,1,0,0,0,1,0,0,2,1,0,1,1,0,0,0,1,0,0,0,20.16,96
1949,21.00,1,1,0,1.361782683,1,0,0,0,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,13.8,100
1950,91.00,0,4,0,4.880237909,1,0,0,0,1,0,0,6,1,3,1,1,0,1,1,0,1,0,0,12.36,91
1951,26.00,0,1,0,6.384260726,0,0,1,0,0,1,0,3,1,2,1,1,1,0,1,0,1,0,0,27.72,100
1952,40.00,0,1,0,2.441773269,1,0,0,0,0,1,0,2,1,1,1,1,0,0,1,0,1,0,0,13.56,75
1953,60.00,0,1,0,17.13718657,0,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,0,0,,
1954,15.00,0,3,0,1.817642197,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,13.68,96
1955,35.00,0,9,1,0.929687854,1,0,0,0,0,1,0,2,1,1,1,1,0,0,1,1,0,0,0,52.32,97
1956,40.00,0,1,0,3.861300899,0,0,1,0,0,1,0,2,1,1,1,1,1,0,0,0,0,0,0,,
1957,65.00,0,2,0,1.130920881,1,0,0,0,1,0,0,4,1,1,1,1,0,0,1,1,0,0,0,5.04,80
1958,19.00,1,3,0,3.885891247,0,0,1,0,0,1,0,2,1,1,1,1,1,1,1,1,0,0,0,50.88,100
1959,30.00,0,1,0,3.078283186,1,0,0,0,0,1,0,2,1,1,1,1,0,1,0,1,1,0,0,9.96,95
1960,140.00,0,1,0,0.956541085,1,0,0,0,1,0,0,4,2,2,1,1,0,1,0,1,0,0,0,27.84,
1961,30.00,0,2,0,5.609410176,0,0,1,0,0,1,0,2,1,1,1,1,0,0,1,0,0,0,0,66.48,89
1962,75.00,0,1,0,7.25049838,1,0,0,0,1,0,0,3,1,2,1,1,1,1,1,1,0,0,0,30.12,85
1963,95.00,0,2,1,2.459088917,1,0,0,0,1,0,0,4,1,2,1,1,0,1,1,0,0,0,0,44.64,94
1964,65.00,0,1,0,2.670830374,1,0,0,0,1,0,0,4,1,2,1,1,0,1,0,1,0,0,0,12.12,100
1965,30.00,0,1,0,0.916507818,1,0,0,0,0,1,0,2,2,1,1,1,0,0,0,1,0,0,0,41.76,93
1966,25.00,1,1,1,12.13185689,0,0,1,0,0,1,0,2,2,1,1,1,0,1,0,0,0,0,0,33.84,99
1967,85.00,0,1,0,12.51719809,0,0,1,0,1,0,0,6,1,3,1,1,1,1,1,1,0,0,0,,
1968,35.00,0,1,1,9.985370059,1,0,0,0,0,1,0,4,1,1,1,1,0,0,1,1,0,0,0,26.4,95
1969,240.00,0,1,0,12.36664924,0,0,0,1,1,0,0,6,2.5,4,1,1,0,1,0,1,0,0,0,9,100
1970,150.00,1,3,1,3.488895466,1,0,0,0,1,0,0,4,2,2,1,1,0,1,1,0,1,0,0,2.4,100
1971,52.00,0,1,0,2.682205163,0,0,0,1,1,0,0,4,1,1,1,1,0,1,1,0,0,0,0,1.2,
1972,60.00,1,1,0,5.643687673,0,0,1,0,1,0,0,6,1,2,1,1,1,0,1,1,0,0,0,39.72,97
1973,149.00,0,11,0,0.605199599,1,0,0,0,1,0,0,6,2,2,1,1,0,0,1,1,0,0,0,15.48,98
1974,35.00,1,1,0,7.851011035,0,0,1,0,0,1,0,2,1,1,1,1,1,1,0,0,0,0,0,13.68,100
1975,60.00,1,1,0,0.934854592,1,0,0,0,1,0,0,6,2,1,1,1,0,0,0,1,0,0,0,40.44,97
1976,120.00,0,1,0,4.251554448,1,0,0,0,1,0,0,6,1,2,1,1,0,1,1,1,0,0,0,42.84,91
1977,75.00,0,4,0,26.4053738,1,0,0,0,1,0,0,3,1,1,1,1,0,1,1,1,0,0,0,1.68,100
1978,33.00,0,9,1,0.834169315,1,0,0,0,0,1,0,2,1,1,1,1,0,0,1,1,0,0,0,67.44,91
1979,60.00,1,1,0,0.819934996,1,0,0,0,1,0,0,5,1,1,1,1,0,0,0,1,0,0,0,51.6,96
1980,40.00,1,3,0,6.053866733,0,0,0,1,1,0,0,4,1,1,1,1,1,0,1,1,0,0,0,114,100
1981,120.00,1,1,0,0.894194225,1,0,0,0,1,0,0,4,2,2,1,1,0,0,0,1,0,0,0,84.6,96
1982,58.00,1,2,0,1.806553052,1,0,0,0,1,0,0,5,1,2,1,1,0,0,0,1,0,0,0,13.68,98
1983,20.00,1,1,1,6.514143803,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,0,0,0,0,12.84,100
1984,50.00,0,1,1,5.606622513,1,0,0,0,0,1,0,2,2,1,1,1,0,1,0,0,0,0,0,6.84,100
1985,65.00,1,1,0,0.941835192,1,0,0,0,1,0,0,4,2,2,1,1,1,1,1,0,0,0,0,100.44,99
1986,31.00,0,1,1,0.942936185,1,0,0,0,0,1,0,2,1,1,1,1,0,0,1,0,0,0,0,74.4,92
1987,22.00,0,9,0,2.364068105,0,0,1,0,0,1,0,3,3.5,1,1,1,0,0,0,0,0,0,0,1.56,80
1988,40.00,0,1,0,1.89545421,1,0,0,0,0,1,0,2,1,1,1,1,0,1,0,1,0,0,0,11.4,91
1989,55.00,0,3,0,3.615340038,1,0,0,0,1,0,0,3,1,1,1,1,0,1,0,1,0,0,0,85.32,96
1990,25.00,0,1,0,3.387428701,1,0,0,0,0,1,0,2,1,1,1,1,0,1,0,1,0,0,0,4.2,100
1991,39.00,0,13,0,0.80815785,1,0,0,0,0,1,0,2,1,1,1,1,0,0,1,1,0,0,0,24.96,89
1992,75.00,1,1,0,7.068288285,1,0,0,0,1,0,0,4,1,2,1,1,0,1,1,0,0,0,0,26.04,96
1993,90.00,0,6,1,1.418515991,1,0,0,0,1,0,0,7,2,2,1,1,0,1,1,1,0,0,0,46.68,92
1994,25.00,1,2,0,13.73396046,0,0,1,0,0,1,0,2,2,1,1,1,1,1,1,1,0,0,0,18.72,100
1995,70.00,0,6,0,1.191581576,0,0,0,1,1,0,0,3,1,1,1,0,0,0,1,0,0,0,0,34.44,98
1996,35.00,1,1,0,1.987546744,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,12.48,100
1997,25.00,0,3,0,3.966616348,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,10.68,87
1998,25.00,0,1,1,5.204911548,0,0,1,0,0,1,0,2,1,1,1,1,1,0,0,0,0,0,0,4.44,100
1999,50.00,1,1,1,10.06126486,0,0,1,0,0,1,0,2,1,1,1,1,1,1,0,0,0,0,0,45.6,97
2000,29.00,1,1,0,12.55529894,0,0,1,0,0,1,0,2,2,1,1,1,1,1,0,1,0,0,0,107.76,100
2001,25.00,0,1,1,5.505454226,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,6.6,96
2002,60.00,1,1,0,9.80094263,0,0,1,0,1,0,0,4,1,2,1,1,0,1,1,1,0,0,0,15.24,97
2003,60.00,0,1,0,0.550108954,0,0,0,1,0,1,0,2,1,1,1,1,0,0,1,1,0,0,0,25.32,85
2004,80.00,1,3,0,3.69121649,1,0,0,0,1,0,0,3,1,1,1,1,0,1,1,1,0,0,0,9.12,97
2005,34.00,0,13,0,0.657128136,1,0,0,0,0,1,0,2,1,1,1,1,0,0,1,1,0,0,0,54.84,92
2006,45.00,0,1,1,3.674168767,1,0,0,0,1,0,0,4,1,1,1,1,0,1,0,1,0,0,0,89.4,94
2007,65.00,0,1,0,1.915215269,0,0,1,0,1,0,0,8,1,3,1,1,0,1,0,0,0,0,0,54.96,89
2008,46.00,0,9,0,2.991299573,0,0,1,0,0,1,0,4,2,1,1,1,0,1,0,0,0,0,0,30.84,95
2009,250.00,1,1,0,2.519895893,0,0,1,0,1,0,0,8,2.5,3,1,1,1,1,1,1,0,0,0,36.96,96
2010,45.00,0,9,0,3.173824474,0,0,1,0,0,1,0,4,2,1,1,1,0,1,1,1,0,0,0,31.56,89
2011,80.00,0,1,0,13.41541339,1,0,0,0,1,0,0,4,1,2,1,1,0,1,1,0,0,0,0,12.24,95
2012,65.00,0,3,1,1.808650795,0,0,1,0,1,0,0,6,1.5,3,1,1,0,1,1,1,0,0,0,75.12,88
2013,30.00,0,2,0,12.40317096,0,0,1,0,0,1,0,2,1.5,0,1,1,0,0,1,1,0,0,0,30.24,98
2014,25.00,0,2,0,12.46808801,0,0,1,0,0,1,0,2,1.5,1,1,1,0,0,1,1,0,0,0,25.2,98
2015,119.00,0,4,1,1.165534191,0,0,0,1,1,0,0,4,2,2,1,1,0,0,0,1,0,0,0,10.68,100
2016,100.00,0,2,0,4.366219445,0,0,1,0,1,0,0,5,1,3,1,1,0,0,0,1,0,0,0,13.44,98
2017,32.00,0,1,1,9.564748127,0,0,1,0,0,1,0,5,1,2,1,1,1,1,0,0,0,0,0,8.88,87
2018,25.00,1,1,1,0.658479572,1,0,0,0,0,1,0,4,1,1,1,1,0,0,0,1,0,0,0,120.48,97
2019,75.00,1,2,0,0.556653057,1,0,0,0,1,0,0,4,2,2,1,1,0,0,0,1,0,0,0,32.16,95
2020,21.00,0,2,0,12.85568406,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,34.32,98
2021,45.00,1,1,0,5.371846893,0,0,0,1,1,0,0,2,1.5,1,1,1,0,1,1,1,0,0,0,57.12,98
2022,47.00,1,1,0,3.488281997,1,0,0,0,1,0,0,4,1,1,1,1,0,1,1,1,0,0,0,66.96,99
2023,72.00,0,2,0,0.673484661,0,0,0,1,1,0,0,5,1,2,1,1,0,0,0,1,0,0,0,49.08,92
2024,38.00,0,1,0,3.390392318,0,0,1,0,0,1,0,2,1,1,1,1,0,1,1,1,0,0,0,8.28,90
2025,90.00,0,10,0,12.43087095,0,0,1,0,1,0,0,6,1,2,1,1,0,0,1,1,0,0,0,17.52,90
2026,25.00,0,1,0,3.149843681,1,0,0,0,0,1,0,2,1,1,1,1,0,1,1,1,0,0,0,39.12,92
2027,140.00,1,1,0,4.554275667,0,0,1,0,1,0,0,10,1,4,1,1,0,1,1,1,0,0,0,27.48,98
2028,50.00,0,1,0,2.326321567,1,0,0,0,1,0,0,4,1,2,1,1,0,1,1,0,0,0,0,45.72,89
2029,49.00,1,1,0,9.522465093,1,0,0,0,1,0,0,2,1,1,1,1,0,0,1,1,0,0,0,31.44,100
2030,30.00,0,2,0,5.187565839,0,0,1,0,0,1,0,4,1,2,1,1,0,1,1,0,0,0,0,,
2031,60.00,1,2,0,0.919512257,1,0,0,0,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,54.84,94
2032,45.00,0,1,1,1.504511962,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,,
2033,45.00,0,9,0,3.204491384,0,0,1,0,0,1,0,2,1,0,1,1,0,1,0,1,0,0,0,4.44,100
2034,60.00,0,1,0,1.793746678,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,3,100
2035,71.00,0,2,0,1.1013894,1,0,0,0,1,0,0,4,2,2,1,1,0,1,1,1,0,0,0,37.2,99
2036,93.00,0,1,0,1.1914767,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,4.32,100
2037,18.00,1,4,1,12.85830572,0,1,0,0,0,1,0,1,0.5,1,1,1,1,0,1,0,0,0,0,172.32,98
2038,20.00,0,1,0,3.77737609,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,8.16,100
2039,18.00,1,3,1,10.67147843,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,1,0,0,0,99.36,97
2040,40.00,0,1,0,11.34106305,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,9.36,100
2041,39.00,1,1,0,8.458815633,0,0,0,1,0,1,0,2,1,1,1,1,1,1,1,1,0,0,0,42.6,98
2042,120.00,0,3,1,0.518390673,1,0,0,0,1,0,0,2,1,1,1,1,0,0,0,1,0,0,0,,
2043,45.00,0,9,0,3.122410921,0,0,1,0,0,1,0,4,1,1,1,1,0,1,1,0,0,0,0,18.72,89
2044,25.00,0,1,0,5.420479228,1,0,0,0,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,26.52,93
2045,30.00,0,1,0,4.60328331,0,0,1,0,0,1,0,5,2,3,1,1,0,0,0,1,0,0,0,,
2046,25.00,0,1,0,17.3041538,1,0,0,0,0,1,0,2,1,1,1,0,1,1,0,0,0,0,0,,
2047,55.00,0,1,0,2.7151899,1,0,0,0,0,1,0,2,1,1,1,1,0,0,1,0,0,0,0,1.32,100
2048,18.00,0,4,1,4.486272106,0,0,1,0,0,1,0,2,1,1,1,1,0,1,1,1,0,0,0,39.84,91
2049,95.00,1,2,1,0.939191789,1,0,0,0,1,0,0,4,1,2,1,1,0,0,1,1,0,0,0,43.32,100
2050,57.00,1,1,0,6.803428888,1,0,0,0,1,0,0,4,1,2,1,1,0,1,0,1,0,0,0,13.56,98
2051,30.00,0,4,0,1.315885002,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,8.28,96
2052,102.00,0,1,0,1.489110454,1,0,0,0,1,0,0,10,1,2,1,1,1,0,1,0,0,0,0,81.96,89
2053,15.00,0,9,0,2.372309689,0,0,1,0,0,1,0,1,2.5,1,1,1,1,0,1,1,0,0,0,3.12,80
2054,14.00,1,1,0,19.95240768,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,58.08,98
2055,45.00,1,1,0,3.456129531,1,0,0,0,1,0,0,2,1.5,1,1,1,0,1,1,0,0,0,0,78.48,97
2056,119.00,0,8,1,1.721852544,1,0,0,0,1,0,0,2,1,1,1,1,0,0,1,0,0,0,0,6.24,100
2057,60.00,0,10,1,1.196956119,1,0,0,0,1,0,0,6,2,2,1,1,0,1,1,1,0,0,0,49.2,84
2058,80.00,0,1,1,10.9770349,0,0,1,0,1,0,0,8,2.5,4,1,1,0,1,1,1,0,0,0,14.64,100
2059,35.00,1,2,0,7.387775255,1,0,0,0,0,1,0,3,1,1,1,1,0,1,0,1,0,0,0,11.52,100
2060,16.00,1,2,0,19.34934507,0,0,1,0,0,1,0,2,1.5,1,1,1,1,1,1,0,0,0,0,39.96,98
2061,22.00,1,2,0,7.4163483,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,5.76,100
2062,43.00,1,1,0,5.430242456,1,0,0,0,1,0,0,4,1,1,1,1,0,1,1,0,0,0,0,42.24,97
2063,50.00,0,3,1,4.370875327,1,0,0,0,1,0,0,3,1,1,1,1,0,0,1,1,0,0,0,3.24,100
2064,36.00,0,1,0,7.182076195,1,0,0,0,1,0,0,2,1,1,1,1,1,1,0,0,0,0,0,4.44,20
2065,26.00,1,1,1,7.8271313,0,0,1,0,0,1,0,2,1,1,1,1,0,1,1,0,0,0,0,55.08,96
2066,50.00,0,1,0,8.969640293,1,0,0,0,0,1,0,2,1.5,1,1,1,0,0,0,0,0,0,0,,
2067,27.00,0,2,0,4.464056132,1,0,0,0,0,1,0,2,1,2,1,1,0,1,0,0,0,0,0,,
2068,18.00,0,2,0,5.779331023,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,10.44,100
2069,50.00,1,2,0,6.540478136,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,0,0,0,0,8.76,97
2070,53.00,1,5,1,6.047867015,0,0,1,0,1,0,0,8,1,3,1,1,0,0,1,1,0,0,0,60,99
2071,40.00,0,1,0,17.94499336,1,0,0,0,0,0,1,4,2,1,1,1,0,0,0,0,0,0,0,,
2072,70.00,1,4,0,10.75823933,0,0,1,0,0,1,0,5,1.5,2,1,1,1,1,0,1,0,0,0,7.2,96
2073,100.00,0,1,0,1.359020607,0,0,1,0,1,0,0,5,1,3,1,1,0,0,1,1,0,0,0,46.2,99
2074,35.00,0,9,0,4.321686095,0,0,0,1,0,1,0,4,1,1,1,1,1,1,1,0,0,0,0,26.16,96
2075,21.00,0,4,1,4.357292858,0,0,1,0,0,1,0,4,1,1,1,1,0,1,1,1,0,0,0,33.6,91
2076,30.00,0,9,0,4.271092524,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,30.48,93
2077,25.00,0,1,0,11.32813642,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,,
2078,150.00,0,2,1,0.478892674,1,0,0,0,1,0,0,4,2,2,1,1,0,0,0,1,0,0,0,12,
2079,130.00,0,2,0,1.139376956,1,0,0,0,1,0,0,4,2,2,1,1,0,0,1,0,0,0,0,4.44,80
2080,70.00,0,6,0,1.084062215,1,0,0,0,1,0,0,2,1,1,1,0,0,0,1,0,0,0,0,30.96,93
2081,99.00,0,10,1,1.346618561,1,0,0,0,1,0,0,6,2,2,1,1,1,0,1,0,0,0,0,,
2082,24.00,0,1,0,5.803738978,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,6.36,100
2083,49.00,1,7,0,3.480059083,1,0,0,0,1,0,0,2,1,1,1,1,0,1,1,1,0,0,0,6.12,95
2084,150.00,0,5,0,0.650931437,0,0,0,1,1,0,0,6,1,1,1,1,0,0,0,1,0,0,0,12.6,96
2085,60.00,1,2,1,1.991352625,1,0,0,0,1,0,0,4,1,1,1,1,1,1,0,0,0,0,0,,
2086,40.00,0,3,0,3.659710743,1,0,0,0,1,0,0,3,1,1,1,1,0,1,0,1,0,0,0,103.08,96
2087,100.00,1,3,0,5.909952495,1,0,0,0,0,1,0,2,1,1,1,1,0,1,1,1,0,0,0,3,80
2088,130.00,0,2,1,0.882466167,1,0,0,0,1,0,0,7,1,3,1,1,0,1,0,1,1,0,0,19.68,92
2089,30.00,0,2,1,0.946941658,1,0,0,0,0,1,0,2,1,1,1,1,0,1,0,1,1,0,0,27.12,98
2090,20.00,0,1,1,3.026811784,0,0,1,0,0,1,0,2,1,1,1,1,0,0,1,0,1,0,0,30.72,80
2091,48.00,1,7,0,3.465912318,1,0,0,0,1,0,0,3,1,0,1,1,0,1,1,1,0,0,0,10.2,97
2092,30.00,0,1,0,4.919970231,0,0,1,0,0,1,0,2,1,1,1,1,1,1,1,1,0,0,0,3,80
2093,90.00,0,1,0,10.42788909,0,0,1,0,1,0,0,7,2,4,1,1,0,1,0,0,0,0,0,11.28,94
2094,74.00,1,7,0,3.33153571,1,0,0,0,1,0,0,5,1,2,1,1,0,1,1,1,0,0,0,13.68,100
2095,50.00,0,1,0,4.198229956,1,0,0,0,1,0,0,2,1,1,1,1,0,1,1,0,0,0,0,7.32,96
2096,74.00,0,1,1,9.613175991,0,0,1,0,1,0,0,10,3,4,1,1,0,1,1,1,0,0,0,47.04,92
2097,45.00,0,1,0,5.98747002,0,0,1,0,0,1,0,2,1.5,1,1,1,1,1,0,0,0,0,0,9,97
2098,26.00,0,1,0,2.202832015,0,0,1,0,0,1,0,2,1,1,1,1,1,1,0,0,1,0,0,6.6,67
2099,50.00,0,1,0,4.823827815,1,0,0,0,1,0,0,4,1,2,1,1,0,1,0,1,0,0,0,13.08,93
2100,53.00,1,7,0,3.353881575,1,0,0,0,1,0,0,3,1,1,1,1,0,1,1,1,0,0,0,19.32,91
2101,55.00,1,1,0,7.197942892,1,0,0,0,1,0,0,4,2,2,1,1,0,1,1,1,0,0,0,68.4,97
2102,35.00,0,1,0,0.658941827,0,0,0,1,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,46.2,94
2103,30.00,0,3,0,5.461579951,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,1,1,0,0,12,100
2104,90.00,1,7,0,3.443021813,1,0,0,0,1,0,0,7,1,3,1,1,0,1,1,1,0,0,0,11.04,100
2105,26.00,0,1,0,2.138938395,1,0,0,0,0,1,0,2,1,1,1,1,0,0,1,1,0,0,0,14.04,98
2106,40.00,1,1,0,1.172844863,1,0,0,0,0,1,0,4,1,2,1,1,0,1,0,0,0,0,0,50.76,99
2107,49.00,1,7,0,3.479863038,1,0,0,0,1,0,0,2,1,0,1,1,0,1,1,1,0,0,0,9.12,90
2108,125.00,0,1,0,1.231814931,1,0,0,0,1,0,0,6,2,2,1,1,0,1,0,1,0,0,0,25.32,85
2109,43.00,0,1,0,2.095648511,0,0,0,1,1,0,0,4,1,1,1,1,0,1,1,1,0,0,0,65.4,95
2110,161.00,0,10,1,1.169749511,1,0,0,0,1,0,0,6,2,2,1,1,0,0,1,0,0,0,0,,
2111,30.00,0,1,0,2.144345103,1,0,0,0,0,1,0,2,1,1,1,1,0,1,1,1,0,0,0,39.96,96
2112,79.00,1,2,0,16.24981491,1,0,0,0,1,0,0,4,1,2,1,1,0,1,1,1,0,0,0,15.12,100
2113,26.00,0,1,1,10.4552166,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,9.6,90
2114,52.00,1,7,0,3.283246698,1,0,0,0,1,0,0,3,1,1,1,1,0,1,1,1,0,0,0,1.68,100
2115,50.00,1,1,1,2.872400381,1,0,0,0,0,1,0,2,1,1,1,1,0,1,0,0,0,0,0,15.6,98
2116,35.00,0,14,0,1.734055768,1,0,0,0,0,1,0,2,2,1,1,0,0,0,1,1,0,0,0,,
2117,32.00,0,14,0,0.817547786,1,0,0,0,0,1,0,2,1,1,1,1,0,0,1,1,0,0,0,12.6,83
2118,15.00,0,3,0,3.517443665,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,23.88,98
2119,195.00,0,1,0,4.507786484,1,0,0,0,1,0,0,6,1,2,1,1,1,1,1,0,0,0,0,,
2120,25.00,0,1,1,12.987436,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,,
2121,65.00,1,1,0,14.07256349,0,0,1,0,1,0,0,6,1.5,2,1,1,0,1,0,1,0,0,0,31.32,100
2122,220.00,0,2,1,3.435757329,0,0,1,0,1,0,0,6,1,3,1,1,0,0,0,1,0,0,0,9.72,100
2123,95.00,0,2,1,3.522323738,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,1,0,0,0,,
2124,100.00,0,3,0,0.83215298,1,0,0,0,1,0,0,6,2,3,1,1,0,1,0,1,1,0,0,121.44,93
2125,22.00,0,1,0,9.594048941,0,0,1,0,0,1,0,4,1,1,1,1,0,1,1,0,0,0,0,,
2126,22.00,1,1,0,7.832217858,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,29.28,100
2127,21.00,0,2,0,3.517824196,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,22.32,96
2128,35.00,0,1,0,2.512955733,0,0,1,0,0,1,0,2,1,1,1,1,0,1,1,0,0,0,0,,
2129,25.00,0,1,0,2.370388827,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,1,0,0,0,14.28,100
2130,18.00,0,2,1,14.84140969,0,0,1,0,0,1,0,1,1.5,2,1,1,0,0,0,0,0,0,0,,
2131,45.00,1,4,1,3.218474844,0,0,1,0,1,0,0,4,1,2,1,1,0,0,1,1,0,0,0,51.6,93
2132,199.00,0,10,1,1.214850348,1,0,0,0,1,0,0,6,2,2,1,1,0,0,1,1,0,0,0,,
2133,70.00,1,2,0,1.295637102,1,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,11.28,100
2134,29.00,0,10,1,3.784534255,1,0,0,0,0,1,0,2,1,1,1,1,0,0,1,1,0,0,0,4.44,90
2135,100.00,0,1,0,19.4402302,0,0,1,0,0,1,0,4,1,2,1,1,0,0,0,0,0,0,0,6.48,100
2136,50.00,0,2,0,7.968541279,0,0,1,0,0,1,0,2,1,0,1,1,0,1,0,0,0,0,0,12,100
2137,71.00,1,6,0,1.302758231,1,0,0,0,1,0,0,4,1,2,1,1,0,1,1,1,0,0,0,6,100
2138,60.00,1,1,0,17.42396141,0,0,0,1,1,0,0,4,2,2,1,1,0,1,0,1,0,0,0,26.4,100
2139,35.00,0,1,0,5.348333475,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,2.88,100
2140,68.00,0,1,1,0.330383268,1,0,0,0,1,0,0,2,1,1,1,0,1,0,0,0,0,0,0,,
2141,42.00,0,3,1,0.495125203,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,7.68,93
2142,40.00,1,1,0,1.215051465,1,0,0,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,30.36,99
2143,50.00,0,3,0,0.834499374,1,0,0,0,1,0,0,4,1,2,1,1,0,0,1,0,0,0,0,,
2144,200.00,0,14,0,2.389758871,0,0,0,1,1,0,0,6,1,2,1,1,0,0,0,1,0,0,0,6.12,73
2145,79.00,0,1,0,6.471589729,1,0,0,0,1,0,0,2,1,1,1,1,0,1,1,1,0,0,0,89.64,94
2146,25.00,0,1,0,5.131914694,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,,
2147,58.00,0,2,0,5.903324509,1,0,0,0,1,0,0,3,1,2,1,0,0,1,0,1,0,0,0,6.72,90
2148,99.00,0,1,1,6.479712144,1,0,0,0,1,0,0,4,1,2,1,1,1,1,0,1,0,0,0,9.96,80
2149,99.00,0,1,0,1.604892574,1,0,0,0,1,0,0,6,2,3,1,1,0,0,1,1,0,0,0,88.44,91
2150,70.00,0,1,0,3.901965536,1,0,0,0,1,0,0,5,2,3,1,1,0,0,0,1,0,0,0,6.6,90
2151,30.00,0,2,0,11.81722159,0,0,1,0,0,1,0,5,2,2,1,1,1,1,1,0,0,0,0,38.52,98
